employee_id,role,department,day_index,project_phase,total_work_hours,meeting_hours,meeting_count,after_hours_work,task_assigned_count,task_completed_count,deadline_compression_ratio,task_switching_rate,email_volume,slack_message_count,response_latency_avg,longest_focus_block_minutes,recovery_gap_minutes,weekend_work_ratio,sleep_hours,sleep_consistency_score,hr_variability_index,error_rate,revision_count,decision_reversal_count,output_score,productivity_volatility_index,meeting_density_ratio,load_accumulation_rate,recovery_deficit_score,instability_index,volatility_acceleration,collapse_probability
EMP0038,Designer,Product,59,Development,10.34,1.97,3,1.67,10,8,0.184,1.23,23,45,58.8,48.9,118.4,0.0,7.27,0.491,25.8,0.0099,0,0,40.0,0.209,0.29,0.501,0.244,0.188,0.1048,0.0862
EMP0038,Designer,Product,60,Testing,10.91,6.54,7,1.94,10,9,0.374,1.51,26,43,21.6,64.5,17.9,0.0,6.29,0.434,20.0,0.0346,0,0,40.0,0.234,0.642,0.606,0.222,0.31,0.1419,0.2815
EMP0038,Designer,Product,61,Testing,11.48,4.88,9,2.86,9,7,0.325,1.64,37,72,15.4,55.4,7.6,0.49,6.95,0.441,23.5,0.0373,2,0,40.0,0.224,0.784,0.792,0.229,0.349,0.1775,0.1637
EMP0038,Designer,Product,62,Testing,9.89,0.0,0,2.03,10,7,0.386,0.99,39,67,57.5,78.0,241.5,0.0,6.64,0.457,20.7,0.0263,1,3,46.72,0.217,0.0,0.49,0.124,0.12,0.1063,0.1164
EMP0038,Designer,Product,63,Testing,10.29,4.89,5,1.76,12,9,0.18,2.19,23,71,2.1,68.3,35.4,0.0,6.58,0.514,23.2,0.0136,0,0,40.0,0.242,0.486,0.506,0.182,0.245,0.1225,0.234
EMP0038,Designer,Product,64,Testing,10.52,1.6,2,1.99,5,4,0.109,3.46,35,51,26.0,44.6,193.8,0.0,6.6,0.45,20.0,0.0487,1,0,40.0,0.267,0.19,0.564,0.312,0.333,0.1505,0.5186
EMP0038,Designer,Product,65,Testing,10.97,6.58,6,2.02,12,9,0.219,2.75,33,50,36.4,43.0,18.5,0.0,6.25,0.387,22.0,0.0342,1,0,42.28,0.26,0.547,0.624,0.344,0.364,0.1622,0.1601
EMP0038,Designer,Product,66,Testing,10.71,2.52,3,1.91,12,11,0.131,1.05,39,61,61.3,72.6,99.6,0.0,6.8,0.466,20.0,0.0256,0,1,40.0,0.215,0.28,0.578,0.143,0.182,0.1242,0.1543
EMP0038,Designer,Product,67,Testing,11.45,6.87,6,2.85,11,9,0.546,0.72,31,70,50.9,28.1,20.9,0.0,6.49,0.39,20.0,0.0125,0,1,40.0,0.215,0.524,0.787,0.411,0.275,0.1693,0.1585
EMP0038,Designer,Product,68,Testing,10.35,3.39,5,1.54,11,7,0.335,1.91,39,58,23.9,23.8,40.9,0.161,6.55,0.495,20.0,0.0324,0,2,40.6,0.237,0.483,0.486,0.431,0.348,0.1152,0.1638
EMP0038,Designer,Product,69,Testing,11.05,3.79,3,2.18,11,9,0.436,2.8,44,66,48.4,77.1,88.9,0.064,7.02,0.464,22.2,0.0237,0,0,40.0,0.246,0.271,0.654,0.104,0.217,0.1608,0.1583
EMP0038,Designer,Product,70,Testing,10.65,6.14,6,1.67,4,3,0.212,2.54,37,60,10.6,46.0,24.7,0.0,6.06,0.479,20.0,0.0381,4,0,40.0,0.26,0.563,0.54,0.34,0.367,0.1404,0.3364
EMP0038,Designer,Product,71,Testing,9.9,5.73,4,2.5,7,5,0.233,2.69,31,72,0.5,68.3,32.8,0.0,7.43,0.423,20.0,0.0349,0,1,40.0,0.235,0.404,0.55,0.125,0.269,0.1292,0.212
EMP0038,Designer,Product,72,Testing,10.92,4.54,4,2.47,9,6,0.537,1.86,25,56,59.0,56.8,49.9,0.0,6.57,0.448,28.2,0.0338,3,1,40.0,0.236,0.366,0.674,0.246,0.271,0.159,0.257
EMP0038,Designer,Product,73,Testing,9.88,2.88,4,2.21,10,6,0.293,1.24,32,62,32.4,46.5,81.3,0.0,7.11,0.48,31.2,0.0247,0,0,40.0,0.213,0.405,0.511,0.268,0.248,0.1089,0.1168
EMP0038,Designer,Product,74,Testing,10.44,4.21,5,2.97,11,7,0.201,0.88,36,58,10.2,60.9,52.8,0.0,7.78,0.516,20.0,0.0186,0,0,45.54,0.192,0.479,0.676,0.162,0.208,0.1298,0.1967
EMP0038,Designer,Product,75,Testing,11.22,5.0,6,2.28,7,6,0.399,1.67,42,64,2.0,58.9,21.0,0.0,6.79,0.497,20.0,0.033,0,0,40.0,0.228,0.535,0.688,0.22,0.289,0.1568,0.3796
EMP0038,Designer,Product,76,Testing,11.11,0.7,1,2.32,13,12,0.176,1.84,20,64,26.5,61.9,440.3,0.168,6.97,0.381,20.0,0.0303,1,1,40.0,0.227,0.09,0.679,0.191,0.191,0.1541,0.2092
EMP0038,Designer,Product,77,Testing,9.25,3.75,6,1.0,13,12,0.227,2.54,33,64,14.6,40.4,37.4,0.0,8.16,0.459,22.0,0.0156,0,0,40.0,0.218,0.649,0.281,0.276,0.32,0.0613,0.1564
EMP0038,Designer,Product,78,Testing,10.92,5.65,4,1.98,13,10,0.457,3.74,31,72,13.3,60.0,52.2,0.0,7.23,0.531,20.0,0.0309,0,0,40.0,0.26,0.366,0.612,0.185,0.303,0.1593,0.3803
EMP0038,Designer,Product,79,Testing,10.12,4.0,3,2.03,8,6,0.453,3.57,28,51,35.4,51.6,93.7,0.0,6.94,0.398,24.5,0.0114,0,0,40.0,0.263,0.296,0.519,0.251,0.264,0.1364,0.0899
EMP0038,Designer,Product,80,Testing,9.68,5.81,8,1.3,19,12,0.466,1.61,27,69,0.8,48.9,11.7,0.0,7.23,0.41,25.7,0.0052,0,0,40.0,0.218,0.826,0.372,0.246,0.298,0.0812,0.1817
EMP0038,Designer,Product,81,Testing,10.4,6.24,7,2.35,11,6,0.424,1.09,33,56,36.2,48.4,13.3,0.0,6.8,0.404,20.0,0.0467,2,1,40.0,0.216,0.673,0.594,0.278,0.344,0.1282,0.4743
EMP0038,Designer,Product,82,Testing,10.73,1.6,2,1.89,6,4,0.291,2.67,25,41,9.2,45.3,197.1,0.056,6.7,0.422,22.3,0.0291,0,0,40.0,0.249,0.186,0.578,0.302,0.266,0.1438,0.3441
EMP0038,Designer,Product,83,Testing,10.58,2.65,4,3.91,10,8,0.397,1.26,29,65,19.6,59.1,88.3,0.0,6.39,0.426,20.0,0.0091,0,0,40.0,0.227,0.378,0.811,0.246,0.205,0.1842,0.1865
EMP0038,Designer,Product,84,Testing,10.6,2.13,3,1.79,11,10,0.433,3.82,30,39,2.3,50.8,112.3,0.0,6.52,0.536,20.0,0.0171,1,0,42.75,0.276,0.283,0.549,0.283,0.29,0.1515,0.1137
EMP0038,Designer,Product,85,Testing,10.36,5.11,4,1.51,14,13,0.372,0.72,24,64,51.7,87.5,35.2,0.0,7.07,0.395,20.0,0.0086,0,0,43.48,0.203,0.386,0.484,0.043,0.129,0.0982,0.1323
EMP0038,Designer,Product,86,Testing,11.01,1.39,1,2.23,8,7,0.246,3.19,29,59,13.7,73.9,399.4,0.0,7.27,0.457,20.0,0.0276,3,0,40.0,0.248,0.091,0.655,0.105,0.2,0.1624,0.204
EMP0038,Designer,Product,87,Testing,10.4,6.24,7,1.99,13,8,0.332,3.08,30,59,12.5,47.3,8.5,0.0,6.47,0.395,20.0,0.0545,1,1,40.0,0.262,0.673,0.549,0.306,0.428,0.1438,0.2982
EMP0038,Designer,Product,88,Testing,10.58,6.21,5,2.18,4,2,0.413,3.7,46,50,14.2,51.2,5.0,0.0,6.51,0.517,21.6,0.0347,1,1,40.0,0.274,0.473,0.595,0.282,0.359,0.163,0.0738
EMP0038,Designer,Product,89,Testing,11.19,3.01,3,2.23,12,10,0.304,1.23,40,52,20.0,44.8,112.7,0.0,7.61,0.438,20.0,0.0182,0,0,42.27,0.202,0.268,0.678,0.251,0.202,0.1369,0.3551
EMP0038,Designer,Product,90,Launch,11.99,6.39,9,3.31,5,4,0.456,2.46,36,73,1.7,30.4,21.1,0.289,6.66,0.53,22.2,0.0315,2,1,40.0,0.246,0.751,0.913,0.387,0.403,0.2245,0.2078
EMP0038,Designer,Product,91,Launch,10.35,1.11,2,1.42,13,8,0.33,1.48,40,54,18.3,33.2,204.4,0.0,6.19,0.39,24.9,0.0291,1,0,40.0,0.236,0.193,0.471,0.403,0.262,0.1112,0.3195
EMP0038,Designer,Product,92,Launch,10.56,6.34,6,1.67,11,8,0.101,5.29,45,66,5.8,15.0,19.7,0.0,6.35,0.448,20.0,0.0305,2,1,40.0,0.309,0.568,0.529,0.493,0.481,0.1634,0.5692
EMP0038,Designer,Product,93,Launch,11.2,2.93,4,2.38,7,4,0.482,1.94,41,55,7.4,38.1,68.0,0.0,6.45,0.491,20.0,0.0363,0,0,40.0,0.24,0.357,0.697,0.358,0.31,0.1674,0.2659
EMP0038,Designer,Product,94,Launch,10.79,4.4,5,1.87,13,8,0.379,0.57,35,64,24.2,36.0,34.3,0.0,6.89,0.528,20.0,0.0263,0,0,40.0,0.204,0.463,0.582,0.341,0.265,0.1188,0.1741
EMP0038,Designer,Product,95,Launch,10.93,4.12,3,1.99,14,8,0.436,0.36,37,78,5.1,62.9,89.8,0.0,7.3,0.525,20.0,0.0114,1,0,40.0,0.191,0.274,0.615,0.164,0.138,0.1175,0.1893
EMP0038,Designer,Product,96,Launch,11.94,5.23,4,3.05,14,13,0.141,1.77,43,59,1.6,47.4,47.4,0.0,6.26,0.487,20.0,0.0213,0,0,40.0,0.24,0.335,0.874,0.319,0.259,0.2097,0.1569
EMP0038,Designer,Product,97,Launch,10.28,5.66,6,1.44,7,6,0.207,1.98,48,68,1.0,55.0,5.0,0.0,6.65,0.501,21.6,0.0315,1,0,40.0,0.237,0.584,0.465,0.251,0.314,0.1102,0.4753
EMP0038,Designer,Product,98,Launch,11.22,5.01,6,3.13,11,10,0.335,2.48,31,62,1.0,94.3,37.0,0.0,7.06,0.487,20.0,0.0305,0,0,40.0,0.238,0.535,0.794,0.029,0.251,0.1889,0.1429
EMP0038,Designer,Product,99,Launch,11.01,6.6,5,2.41,8,7,0.347,0.71,39,46,39.9,71.7,22.7,0.0,6.86,0.423,20.0,0.0216,0,0,43.97,0.207,0.454,0.678,0.144,0.199,0.1402,0.1931
EMP0038,Designer,Product,100,Launch,11.55,2.49,2,2.76,8,5,0.402,0.25,25,69,1.9,48.0,176.1,0.0,6.73,0.402,21.6,0.033,0,1,40.0,0.2,0.173,0.789,0.285,0.194,0.1578,0.2927
EMP0038,Designer,Product,101,Launch,11.59,4.13,5,2.77,6,5,0.195,1.25,41,63,15.1,46.8,33.3,0.0,6.88,0.454,20.0,0.0233,0,0,40.0,0.217,0.431,0.795,0.281,0.255,0.1725,0.1067
EMP0038,Designer,Product,102,Launch,11.44,6.87,7,2.51,12,11,0.173,1.31,47,71,15.7,57.4,5.0,0.0,6.62,0.416,20.0,0.0488,0,0,40.0,0.224,0.612,0.744,0.24,0.331,0.1666,0.1743
EMP0038,Designer,Product,103,Launch,11.13,6.68,10,2.25,12,8,0.159,1.02,45,67,20.0,62.2,5.0,0.0,7.25,0.509,20.0,0.0204,1,0,43.89,0.205,0.898,0.673,0.171,0.302,0.1379,0.1087
EMP0038,Designer,Product,104,Launch,10.79,3.2,5,1.91,9,6,0.217,1.76,39,81,32.8,65.1,60.0,0.0,8.04,0.523,21.4,0.0061,0,0,40.0,0.204,0.463,0.587,0.138,0.199,0.1198,0.1162
EMP0038,Designer,Product,105,Launch,11.36,6.82,7,2.95,10,9,0.488,0.49,42,73,51.5,57.6,14.4,0.0,6.16,0.416,20.0,0.0329,0,0,40.0,0.217,0.616,0.789,0.269,0.285,0.1712,0.1732
EMP0038,Designer,Product,106,Launch,9.78,5.87,5,0.99,4,3,0.4,4.2,40,49,9.7,57.4,18.2,0.0,7.32,0.451,22.3,0.0186,1,0,40.0,0.268,0.511,0.346,0.193,0.323,0.0928,0.1674
EMP0038,Designer,Product,107,Launch,10.59,2.63,3,2.81,11,9,0.306,1.5,49,61,3.5,50.9,95.3,0.0,7.65,0.431,20.0,0.0443,0,0,40.0,0.207,0.283,0.675,0.217,0.255,0.1397,0.2335
EMP0038,Designer,Product,108,Launch,9.97,4.08,7,1.27,9,8,0.041,3.29,43,68,31.2,54.9,40.2,0.0,7.77,0.536,23.8,0.0039,0,0,40.0,0.24,0.702,0.405,0.195,0.305,0.0972,0.1651
EMP0038,Designer,Product,109,Launch,10.8,2.59,5,2.1,13,11,0.43,1.34,39,81,3.5,55.3,69.4,0.0,6.97,0.4,20.0,0.0373,1,0,40.24,0.217,0.463,0.612,0.228,0.276,0.1329,0.1886
EMP0038,Designer,Product,110,Launch,10.84,5.73,6,1.85,14,10,0.098,1.55,35,82,3.4,76.9,30.2,0.0,6.44,0.401,23.0,0.0396,2,0,40.0,0.232,0.554,0.586,0.143,0.279,0.136,0.1512
EMP0038,Designer,Product,111,Launch,10.28,3.2,6,2.23,11,10,0.131,2.06,31,59,4.5,55.0,52.9,0.313,7.4,0.477,29.6,0.0242,0,0,40.0,0.223,0.584,0.564,0.201,0.287,0.1257,0.2355
EMP0038,Designer,Product,112,Launch,10.97,6.58,8,2.1,8,6,0.327,4.75,48,53,34.6,38.0,6.8,0.0,6.44,0.39,26.1,0.0457,1,0,40.0,0.296,0.729,0.634,0.36,0.488,0.1876,0.2938
EMP0038,Designer,Product,113,Launch,11.44,3.44,4,2.53,12,7,0.485,2.0,48,64,1.7,58.0,62.0,0.0,7.03,0.401,20.0,0.0306,0,0,44.77,0.229,0.35,0.746,0.209,0.254,0.1709,0.1753
EMP0038,Designer,Product,114,Launch,10.56,3.12,3,2.95,12,10,0.332,1.23,42,68,7.7,41.3,107.2,0.0,7.15,0.393,20.0,0.0182,0,0,40.0,0.212,0.284,0.689,0.294,0.218,0.146,0.1626
EMP0038,Designer,Product,115,Launch,10.62,4.03,6,1.66,9,7,0.478,1.27,51,59,5.6,77.3,38.7,0.0,7.24,0.478,20.0,0.0282,0,1,40.0,0.211,0.565,0.535,0.088,0.234,0.1129,0.169
EMP0038,Designer,Product,116,Launch,10.8,0.91,1,1.88,12,10,0.374,2.04,35,60,16.8,73.6,434.5,0.0,7.19,0.405,26.5,0.0301,2,0,40.0,0.227,0.093,0.585,0.112,0.173,0.1328,0.1607
EMP0038,Designer,Product,117,Launch,10.75,4.84,4,1.89,11,8,0.194,2.17,38,64,9.8,65.1,48.5,0.0,7.48,0.412,20.3,0.0,0,0,40.0,0.224,0.372,0.58,0.14,0.181,0.1299,0.1225
EMP0038,Designer,Product,118,Launch,10.61,2.22,4,2.16,11,8,0.128,2.3,31,56,4.0,36.2,77.9,0.0,7.54,0.442,20.0,0.0279,0,1,40.0,0.225,0.377,0.596,0.299,0.29,0.1342,0.1213
EMP0038,Designer,Product,119,Launch,9.8,2.9,3,1.22,11,9,0.322,1.65,34,77,20.1,78.6,92.6,0.0,6.49,0.406,29.3,0.0151,0,0,40.0,0.233,0.306,0.378,0.131,0.18,0.088,0.1668
EMP0039,Engineer,Engineering,0,Planning,7.3,4.38,5,0.07,8,7,0.183,0.72,27,45,0.5,82.9,56.7,0.0,7.23,0.609,48.9,0.0254,1,0,48.79,0.2,0.685,0.0,0.057,0.227,0.0,0.1777
EMP0039,Engineer,Engineering,1,Planning,7.49,2.91,2,0.67,8,7,0.251,0.87,24,40,2.0,64.3,151.1,0.0,7.73,0.724,43.8,0.0266,0,0,66.74,0.193,0.267,0.02,0.143,0.176,0.0039,0.0927
EMP0039,Engineer,Engineering,2,Planning,7.38,2.44,2,0.39,9,8,0.519,1.42,28,51,3.2,100.6,163.6,0.0,6.99,0.67,50.5,0.0017,0,0,47.83,0.219,0.271,0.0,0.034,0.11,0.0,0.1123
EMP0039,Engineer,Engineering,3,Planning,8.39,1.18,1,0.13,2,1,0.329,1.83,24,40,3.0,79.2,423.9,0.0,6.89,0.654,45.0,0.0144,0,0,51.27,0.229,0.119,0.065,0.101,0.138,0.0149,0.0596
EMP0039,Engineer,Engineering,4,Planning,7.66,4.6,5,1.62,4,3,0.079,0.81,32,58,34.5,72.8,34.9,0.0,7.66,0.596,59.8,0.0057,0,0,59.56,0.193,0.653,0.16,0.096,0.195,0.0309,0.2352
EMP0039,Engineer,Engineering,5,Planning,8.63,1.21,1,0.06,10,9,0.241,1.12,19,49,12.5,68.3,402.2,0.0,7.23,0.593,45.1,0.0149,0,0,64.2,0.208,0.116,0.086,0.139,0.128,0.0179,0.1584
EMP0039,Engineer,Engineering,6,Planning,7.15,4.29,6,1.01,7,6,0.38,1.48,33,61,5.7,69.0,29.0,0.0,7.69,0.632,54.5,0.0209,0,1,54.1,0.206,0.839,0.02,0.117,0.289,0.0041,0.2411
EMP0039,Engineer,Engineering,7,Planning,7.92,4.75,4,0.5,8,7,0.112,0.44,29,39,59.6,80.9,46.3,0.0,7.62,0.772,45.2,0.0235,0,0,58.75,0.186,0.505,0.052,0.051,0.176,0.0098,0.1961
EMP0039,Engineer,Engineering,8,Planning,7.64,1.25,2,0.54,6,5,0.369,2.29,26,46,3.4,81.6,190.3,0.0,7.28,0.588,51.5,0.0513,1,0,48.77,0.23,0.262,0.022,0.061,0.242,0.0052,0.1032
EMP0039,Engineer,Engineering,9,Planning,7.57,2.62,2,0.54,8,5,0.644,1.71,26,37,7.3,93.0,154.5,0.0,8.02,0.608,43.3,0.0143,0,0,50.04,0.204,0.264,0.014,0.0,0.133,0.0028,0.1029
EMP0039,Engineer,Engineering,10,Planning,7.29,2.57,2,0.22,4,3,0.011,1.57,23,48,7.1,51.1,185.4,0.0,7.02,0.711,50.9,0.0239,1,1,52.76,0.221,0.274,0.0,0.248,0.224,0.0,0.1952
EMP0039,Engineer,Engineering,11,Planning,8.92,4.42,6,0.16,16,9,0.124,1.51,30,39,4.3,82.8,26.6,0.0,6.81,0.599,43.8,0.0325,1,0,55.16,0.224,0.673,0.135,0.086,0.271,0.0302,0.0946
EMP0039,Engineer,Engineering,12,Planning,7.68,4.61,9,1.32,6,5,0.244,0.63,27,51,2.9,91.2,30.0,0.0,7.06,0.578,49.1,0.0277,1,1,63.32,0.201,1.172,0.125,0.029,0.317,0.0251,0.1253
EMP0039,Engineer,Engineering,13,Planning,7.54,1.31,2,0.71,6,4,0.047,2.15,30,45,14.2,91.2,200.2,0.0,7.59,0.565,43.8,0.0213,0,0,50.63,0.221,0.265,0.031,0.0,0.16,0.0069,0.0545
EMP0039,Engineer,Engineering,14,Planning,7.74,4.64,6,0.53,8,5,0.174,1.05,27,45,6.1,100.7,18.3,0.0,7.27,0.664,44.0,0.0177,0,0,55.02,0.206,0.775,0.034,0.015,0.227,0.007,0.1294
EMP0039,Engineer,Engineering,15,Planning,7.19,2.6,2,0.16,8,5,0.573,0.63,15,40,3.5,62.2,174.5,0.0,6.47,0.672,51.1,0.0481,2,0,61.57,0.213,0.278,0.0,0.223,0.238,0.0,0.2955
EMP0039,Engineer,Engineering,16,Planning,6.2,3.42,5,0.26,3,2,0.265,1.39,38,52,8.8,44.4,61.7,0.0,7.48,0.695,59.6,0.0219,1,0,55.15,0.208,0.806,0.0,0.255,0.323,0.0,0.1729
EMP0039,Engineer,Engineering,17,Planning,6.78,3.87,5,0.31,7,6,0.319,1.19,22,38,10.1,72.3,44.4,0.0,7.0,0.703,54.0,0.0398,1,0,49.07,0.214,0.737,0.0,0.132,0.302,0.0,0.19
EMP0039,Engineer,Engineering,18,Planning,8.92,0.87,1,0.36,5,3,0.561,3.93,28,47,3.3,58.8,431.3,0.0,7.28,0.633,51.9,0.0159,0,1,48.86,0.263,0.112,0.16,0.188,0.229,0.0421,0.1079
EMP0039,Engineer,Engineering,19,Planning,8.58,2.35,2,0.33,6,3,0.298,1.44,30,45,36.5,73.0,160.4,0.0,6.62,0.577,40.8,0.0307,0,1,45.58,0.226,0.233,0.114,0.153,0.197,0.0257,0.2386
EMP0039,Engineer,Engineering,20,Planning,8.29,1.18,2,0.31,5,4,0.125,0.43,36,48,8.6,69.6,214.1,0.0,8.2,0.699,43.1,0.0118,0,0,56.13,0.175,0.241,0.075,0.113,0.119,0.0131,0.0877
EMP0039,Engineer,Engineering,21,Planning,7.71,4.63,8,0.76,8,5,0.559,0.92,29,49,19.0,60.4,24.1,0.0,8.14,0.67,42.7,0.0126,1,0,53.96,0.186,1.038,0.059,0.164,0.31,0.0109,0.1748
EMP0039,Engineer,Engineering,22,Planning,7.73,0.0,0,0.09,2,1,0.477,1.34,27,45,9.0,70.8,257.6,0.0,8.59,0.627,46.0,0.0138,0,0,66.83,0.185,0.0,0.0,0.107,0.1,0.0,0.0995
EMP0039,Engineer,Engineering,23,Planning,8.15,0.0,0,0.07,6,5,0.424,0.88,23,46,0.3,98.8,246.6,0.0,6.94,0.587,44.7,0.012,1,0,63.85,0.209,0.0,0.028,0.037,0.062,0.0057,0.1368
EMP0039,Engineer,Engineering,24,Planning,8.45,1.33,2,0.83,6,4,0.578,1.24,25,34,0.8,70.0,200.4,0.0,6.77,0.657,44.5,0.0341,0,0,55.25,0.219,0.237,0.16,0.16,0.201,0.035,0.1938
EMP0039,Engineer,Engineering,25,Planning,6.59,3.96,7,0.29,6,5,0.081,0.97,26,40,29.9,77.2,47.6,0.0,6.9,0.676,48.3,0.0215,1,0,53.11,0.211,1.062,0.0,0.111,0.318,0.0,0.3045
EMP0039,Engineer,Engineering,26,Planning,7.58,0.0,0,0.07,5,4,0.137,3.29,29,48,21.3,84.8,230.7,0.0,7.78,0.658,50.0,0.0184,0,1,53.58,0.24,0.0,0.0,0.029,0.144,0.0,0.0972
EMP0039,Engineer,Engineering,27,Planning,8.38,1.92,3,0.89,12,7,0.318,1.62,22,40,2.2,87.1,130.9,0.0,7.81,0.66,50.2,0.02,2,0,57.01,0.206,0.358,0.159,0.016,0.165,0.0327,0.1117
EMP0039,Engineer,Engineering,28,Planning,8.33,1.02,2,0.1,9,5,0.231,2.19,29,38,21.6,68.4,215.0,0.0,7.42,0.761,43.6,0.0297,2,0,47.97,0.225,0.24,0.054,0.125,0.211,0.0121,0.0611
EMP0039,Engineer,Engineering,29,Planning,7.86,2.71,4,0.13,3,1,0.257,0.77,35,48,21.1,108.8,72.0,0.0,8.28,0.746,49.7,0.0212,0,0,59.44,0.18,0.509,0.0,0.0,0.167,0.0,0.0747
EMP0039,Engineer,Engineering,30,Development,9.62,1.9,2,1.6,7,5,0.022,0.78,43,51,9.1,89.1,173.3,0.0,7.38,0.564,36.0,0.0215,1,1,55.67,0.198,0.208,0.402,0.013,0.112,0.0797,0.1469
EMP0039,Engineer,Engineering,31,Development,8.01,3.19,4,0.04,8,5,0.406,1.11,22,44,8.9,87.9,66.5,0.0,7.48,0.698,32.0,0.015,0,0,53.89,0.203,0.499,0.006,0.013,0.167,0.0013,0.1712
EMP0039,Engineer,Engineering,32,Development,9.67,2.47,3,0.98,6,4,0.394,0.87,31,53,2.2,75.2,99.3,0.0,6.53,0.598,33.6,0.0278,0,0,56.23,0.217,0.31,0.331,0.147,0.188,0.0719,0.066
EMP0039,Engineer,Engineering,33,Development,9.32,4.07,7,0.87,5,4,0.475,1.68,30,56,1.2,93.2,28.3,0.0,7.94,0.702,45.7,0.0158,0,0,53.34,0.205,0.751,0.274,0.0,0.232,0.0561,0.0871
EMP0039,Engineer,Engineering,34,Development,9.01,5.41,10,0.68,7,4,0.572,1.11,19,44,42.5,77.8,18.4,0.0,7.43,0.762,49.1,0.0158,1,0,57.89,0.204,1.11,0.211,0.072,0.309,0.0431,0.2317
EMP0039,Engineer,Engineering,35,Development,9.3,5.58,8,0.35,12,11,0.483,3.0,34,57,4.4,74.3,21.7,0.0,6.91,0.756,28.3,0.0288,0,0,54.67,0.252,0.86,0.206,0.127,0.358,0.052,0.2171
EMP0039,Engineer,Engineering,36,Development,8.0,2.4,3,0.11,12,8,0.262,0.97,28,57,8.8,88.1,109.4,0.0,6.7,0.584,41.4,0.0181,0,0,55.34,0.215,0.375,0.014,0.064,0.159,0.003,0.0934
EMP0039,Engineer,Engineering,37,Development,10.19,2.19,2,2.43,7,6,0.308,1.07,34,62,1.5,59.2,163.9,0.0,7.1,0.59,37.9,0.0141,0,1,53.13,0.209,0.196,0.577,0.198,0.159,0.1207,0.2973
EMP0039,Engineer,Engineering,38,Development,8.51,5.11,6,0.16,6,4,0.123,1.49,45,68,2.3,93.1,16.3,0.0,8.05,0.677,53.1,0.0171,1,0,61.42,0.199,0.705,0.084,0.0,0.22,0.0167,0.1566
EMP0039,Engineer,Engineering,39,Development,9.64,5.75,10,1.02,6,3,0.27,1.02,33,47,21.3,72.5,21.9,0.0,6.84,0.607,41.8,0.013,0,0,51.39,0.214,1.037,0.333,0.141,0.306,0.0712,0.174
EMP0039,Engineer,Engineering,40,Development,9.0,3.51,3,0.75,8,7,0.183,1.37,34,49,20.8,70.8,84.6,0.226,6.74,0.652,49.6,0.0389,1,0,55.46,0.223,0.333,0.219,0.157,0.233,0.0488,0.2208
EMP0039,Engineer,Engineering,41,Development,9.28,2.07,4,1.19,5,4,0.438,0.65,37,65,20.7,83.2,100.0,0.0,7.53,0.74,32.7,0.0078,0,0,62.6,0.192,0.431,0.309,0.038,0.133,0.0593,0.1255
EMP0039,Engineer,Engineering,42,Development,9.54,5.71,4,2.61,6,3,0.444,0.81,21,65,9.2,53.6,27.2,0.0,7.02,0.563,44.3,0.0192,0,0,52.85,0.206,0.419,0.519,0.234,0.217,0.1069,0.2322
EMP0039,Engineer,Engineering,43,Development,9.36,4.35,6,1.37,11,7,0.231,4.38,34,54,4.0,55.9,30.0,0.0,6.73,0.633,36.1,0.0543,1,2,41.47,0.283,0.641,0.341,0.241,0.44,0.0966,0.4925
EMP0039,Engineer,Engineering,44,Development,9.66,2.29,4,0.96,4,2,0.577,1.22,27,58,8.3,90.1,93.0,0.0,6.42,0.678,33.9,0.0177,1,0,56.58,0.226,0.414,0.328,0.072,0.176,0.074,0.0763
EMP0039,Engineer,Engineering,45,Development,9.18,5.51,7,0.88,4,3,0.226,1.92,26,51,16.7,92.8,29.2,0.0,7.12,0.769,41.0,0.0331,0,0,47.05,0.226,0.763,0.257,0.025,0.284,0.0582,0.171
EMP0039,Engineer,Engineering,46,Development,9.57,3.07,5,0.92,11,7,0.498,2.85,29,59,29.4,82.9,66.1,0.0,6.92,0.689,39.7,0.0385,2,0,61.38,0.249,0.522,0.311,0.078,0.29,0.0775,0.0671
EMP0039,Engineer,Engineering,47,Development,9.43,5.66,4,1.05,8,6,0.299,2.13,30,37,20.5,83.7,31.1,0.0,7.32,0.617,29.6,0.0313,0,0,53.12,0.226,0.424,0.31,0.047,0.225,0.0701,0.1415
EMP0039,Engineer,Engineering,48,Development,9.79,5.32,4,1.65,5,3,0.097,1.77,39,62,36.5,53.4,46.4,0.352,6.95,0.743,36.1,0.01,0,1,52.16,0.226,0.409,0.43,0.24,0.227,0.0972,0.1784
EMP0039,Engineer,Engineering,49,Development,9.72,1.15,2,0.77,4,3,0.344,1.27,37,50,12.2,84.5,209.2,0.0,7.84,0.633,43.5,0.0069,0,1,58.31,0.199,0.206,0.311,0.031,0.102,0.0619,0.0738
EMP0039,Engineer,Engineering,50,Development,8.11,4.53,4,0.41,11,8,0.046,3.84,30,55,0.8,73.1,55.3,0.0,7.48,0.709,46.9,0.0161,0,0,48.62,0.257,0.493,0.065,0.095,0.275,0.0167,0.2602
EMP0039,Engineer,Engineering,51,Development,10.02,5.98,7,1.03,8,6,0.223,0.9,34,56,4.8,118.5,11.8,0.0,7.15,0.674,41.4,0.0263,1,0,56.97,0.205,0.699,0.381,0.023,0.226,0.0782,0.1372
